时间,Tap评分,评价人数,1星,2星,3星,4星,5星,评价人数-评分人数
2023/4/5 15:20,8.6,1098,67,21,94,114,802,0
2023/4/5 15:21,8.6,1099,67,21,94,114,802,1
2023/4/5 15:22,8.6,1100,67,21,94,114,802,2
2023/4/5 15:23,8.6,1100,70,21,94,114,802,-1
2023/4/5 15:24,8.6,1100,70,21,94,114,802,-1
2023/4/5 15:25,8.6,1100,70,21,94,114,802,-1
2023/4/5 15:26,8.6,1100,70,21,94,114,802,-1
2023/4/5 15:27,8.6,1100,70,21,94,114,802,-1
2023/4/5 15:28,8.6,1100,70,21,94,114,802,-1
2023/4/5 15:29,8.6,1100,70,21,94,114,802,-1
2023/4/5 15:30,8.6,1100,70,21,94,114,802,-1
2023/4/5 15:31,8.6,1101,70,21,94,114,802,0
2023/4/5 15:32,8.6,1101,70,21,94,114,802,0
2023/4/5 15:33,8.6,1102,70,21,94,114,802,1
2023/4/5 15:34,8.6,1103,70,21,94,114,802,2
2023/4/5 15:35,8.6,1103,70,21,94,114,802,2
2023/4/5 15:36,8.6,1104,70,21,94,114,802,3
2023/4/5 15:37,8.6,1104,70,21,94,114,802,3
2023/4/5 15:38,8.6,1104,70,21,94,114,802,3
2023/4/5 15:39,8.6,1104,70,21,94,114,802,3
2023/4/5 15:40,8.6,1104,70,21,94,114,802,3
2023/4/5 15:41,8.6,1104,70,21,94,114,802,3
2023/4/5 15:42,8.6,1104,70,21,94,114,802,3
2023/4/5 15:43,8.6,1104,70,21,94,114,802,3
2023/4/5 15:44,8.6,1104,70,21,94,114,802,3
2023/4/5 15:45,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:46,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:47,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:48,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:49,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:50,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:51,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:52,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:53,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:54,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:55,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:56,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:57,8.5,1104,73,22,94,116,802,-3
2023/4/5 15:58,8.5,1105,73,22,94,116,802,-2
2023/4/5 15:59,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:00,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:01,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:02,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:03,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:04,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:05,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:06,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:07,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:08,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:09,8.5,1105,73,22,94,116,802,-2
2023/4/5 16:10,8.5,1105,73,22,94,116,803,-3
2023/4/5 16:11,8.5,1105,73,22,94,116,803,-3
2023/4/5 16:12,8.5,1105,73,22,94,116,803,-3
2023/4/5 16:13,8.5,1105,73,22,94,116,803,-3
2023/4/5 16:14,8.5,1105,73,22,94,116,803,-3
2023/4/5 16:15,8.5,1105,73,22,94,116,803,-3
2023/4/5 16:16,8.5,1105,73,22,94,116,803,-3
2023/4/5 16:17,8.5,1105,73,22,94,116,803,-3
2023/4/5 16:18,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:19,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:20,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:21,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:22,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:23,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:24,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:25,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:26,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:27,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:28,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:29,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:30,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:32,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:33,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:34,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:35,8.5,1106,73,22,94,116,803,-2
2023/4/5 16:36,8.5,1106,74,22,94,116,803,-3
2023/4/5 16:37,8.5,1106,74,22,94,116,803,-3
2023/4/5 16:38,8.5,1106,74,22,94,116,803,-3
2023/4/5 16:39,8.5,1106,74,22,94,116,803,-3
2023/4/5 16:40,8.5,1106,74,22,94,116,803,-3
2023/4/5 16:41,8.5,1106,74,22,94,116,803,-3
2023/4/5 16:42,8.5,1106,74,22,94,116,803,-3
2023/4/5 16:43,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:44,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:45,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:46,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:47,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:48,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:49,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:50,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:51,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:52,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:53,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:54,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:55,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:56,8.5,1107,74,22,94,116,803,-2
2023/4/5 16:57,8.5,1107,74,22,95,116,803,-3
2023/4/5 16:58,8.5,1107,74,22,95,116,803,-3
2023/4/5 16:59,8.5,1107,74,22,95,116,803,-3
2023/4/5 17:00,8.5,1108,74,22,95,116,803,-2
2023/4/5 17:01,8.5,1108,74,22,95,116,803,-2
2023/4/5 17:02,8.5,1108,74,22,95,116,803,-2
2023/4/5 17:03,8.5,1108,74,22,95,116,803,-2
2023/4/5 17:04,8.5,1108,74,22,95,116,803,-2
2023/4/5 17:05,8.5,1108,74,22,95,116,803,-2
2023/4/5 17:06,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:07,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:08,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:09,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:10,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:11,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:12,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:13,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:14,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:15,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:16,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:17,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:18,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:19,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:20,8.5,1109,74,22,95,116,803,-1
2023/4/5 17:21,8.5,1109,75,22,95,117,803,-3
2023/4/5 17:22,8.5,1109,75,22,95,117,803,-3
2023/4/5 17:23,8.5,1109,75,22,95,117,803,-3
2023/4/5 17:24,8.5,1109,75,22,95,117,803,-3
2023/4/5 17:25,8.5,1109,75,22,95,117,803,-3
2023/4/5 17:26,8.5,1109,75,22,95,117,803,-3
2023/4/5 17:27,8.5,1110,75,22,95,117,803,-2
2023/4/5 17:28,8.5,1110,75,22,95,117,803,-2
2023/4/5 17:29,8.5,1110,75,22,95,117,803,-2
2023/4/5 17:30,8.5,1110,75,22,95,117,803,-2
2023/4/5 17:31,8.5,1110,75,22,95,117,803,-2
2023/4/5 17:32,8.5,1110,75,22,95,117,803,-2
2023/4/5 17:33,8.5,1110,75,22,95,117,803,-2
2023/4/5 17:34,8.5,1110,75,22,95,117,803,-2
2023/4/5 17:35,8.5,1111,75,22,95,117,803,-1
2023/4/5 17:36,8.5,1111,75,22,95,117,803,-1
2023/4/5 17:37,8.5,1111,75,22,95,117,803,-1
2023/4/5 17:38,8.5,1111,75,22,95,117,803,-1
2023/4/5 17:39,8.5,1111,75,22,95,117,803,-1
2023/4/5 17:40,8.5,1111,75,22,95,117,803,-1
2023/4/5 17:41,8.5,1111,75,22,95,117,803,-1
2023/4/5 17:42,8.5,1111,75,22,95,117,803,-1
2023/4/5 17:43,8.5,1111,75,22,95,117,803,-1
2023/4/5 17:44,8.5,1111,75,22,95,117,803,-1
2023/4/5 17:45,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:46,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:47,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:48,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:49,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:50,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:51,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:52,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:53,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:54,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:55,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:56,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:57,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:58,8.5,1111,75,22,96,117,804,-3
2023/4/5 17:59,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:00,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:01,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:02,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:04,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:05,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:06,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:07,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:08,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:09,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:10,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:11,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:12,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:13,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:14,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:15,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:16,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:17,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:18,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:19,8.5,1111,75,22,96,117,804,-3
2023/4/5 18:20,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:21,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:22,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:23,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:24,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:25,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:26,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:27,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:28,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:29,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:30,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:31,8.5,1112,75,22,96,117,804,-2
2023/4/5 18:32,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:33,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:34,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:35,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:36,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:37,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:38,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:39,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:40,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:41,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:42,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:43,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:44,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:45,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:46,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:47,8.5,1112,75,22,97,117,804,-3
2023/4/5 18:48,8.5,1113,75,22,97,117,804,-2
2023/4/5 18:49,8.5,1113,75,22,97,117,804,-2
2023/4/5 18:50,8.5,1113,75,22,97,117,804,-2
2023/4/5 18:51,8.5,1113,75,22,97,117,804,-2
2023/4/5 18:52,8.5,1113,75,22,97,117,804,-2
2023/4/5 18:53,8.5,1113,75,22,97,117,804,-2
2023/4/5 18:54,8.5,1113,75,22,97,117,804,-2
2023/4/5 18:55,8.5,1113,75,22,97,117,804,-2
2023/4/5 18:56,8.5,1113,75,22,97,117,805,-3
2023/4/5 18:57,8.5,1113,75,22,97,117,805,-3
2023/4/5 18:58,8.5,1113,75,22,97,117,805,-3
2023/4/5 18:59,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:00,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:01,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:02,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:03,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:04,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:05,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:06,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:07,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:08,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:09,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:10,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:11,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:12,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:13,8.5,1113,75,22,97,117,805,-3
2023/4/5 19:14,8.5,1112,75,22,97,117,805,-4
2023/4/5 19:15,8.5,1112,75,22,97,117,805,-4
2023/4/5 19:16,8.5,1112,75,22,97,117,805,-4
2023/4/5 19:17,8.5,1112,75,22,97,117,805,-4
2023/4/5 19:18,8.5,1112,75,22,97,117,805,-4
2023/4/5 19:19,8.5,1112,75,22,97,117,805,-4
2023/4/5 19:20,8.5,1112,75,22,97,117,805,-4
2023/4/5 19:21,8.5,1112,75,22,97,117,805,-4
2023/4/5 19:22,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:23,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:24,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:25,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:26,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:27,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:28,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:29,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:30,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:31,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:32,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:33,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:35,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:36,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:37,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:38,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:39,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:40,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:41,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:42,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:43,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:44,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:45,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:46,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:47,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:48,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:49,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:50,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:51,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:52,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:53,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:54,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:55,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:56,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:57,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:58,8.5,1112,75,22,96,117,805,-3
2023/4/5 19:59,8.5,1112,75,22,96,117,805,-3
2023/4/5 20:00,8.5,1113,75,22,96,117,805,-2
2023/4/5 20:01,8.5,1114,75,22,96,117,805,-1
2023/4/5 20:02,8.5,1114,75,22,96,117,805,-1
2023/4/5 20:03,8.5,1114,75,22,96,117,805,-1
2023/4/5 20:04,8.5,1114,75,22,96,117,805,-1
2023/4/5 20:05,8.5,1114,75,22,96,117,805,-1
2023/4/5 20:06,8.5,1114,75,22,96,117,805,-1
2023/4/5 20:07,8.5,1114,75,22,96,117,805,-1
2023/4/5 20:08,8.5,1114,75,22,96,117,805,-1
2023/4/5 20:09,8.5,1114,75,22,96,117,805,-1
2023/4/5 20:10,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:11,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:12,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:13,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:14,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:15,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:16,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:17,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:18,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:19,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:20,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:21,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:22,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:23,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:24,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:25,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:26,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:27,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:28,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:29,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:30,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:31,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:32,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:33,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:34,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:35,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:36,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:37,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:38,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:39,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:40,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:41,8.5,1113,75,22,96,118,806,-4
2023/4/5 20:42,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:43,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:44,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:45,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:46,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:47,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:48,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:49,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:50,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:51,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:52,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:53,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:54,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:55,8.5,1114,75,22,96,118,806,-3
2023/4/5 20:56,8.5,1114,76,22,96,118,806,-4
2023/4/5 20:57,8.5,1114,76,22,96,118,806,-4
2023/4/5 20:58,8.5,1114,76,22,96,118,806,-4
2023/4/5 20:59,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:00,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:01,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:02,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:04,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:05,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:06,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:07,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:08,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:09,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:10,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:11,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:12,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:13,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:14,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:15,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:16,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:17,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:18,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:19,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:20,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:21,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:22,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:23,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:24,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:25,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:26,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:27,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:28,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:29,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:30,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:31,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:32,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:33,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:34,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:35,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:36,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:37,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:38,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:39,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:40,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:41,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:42,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:43,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:44,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:45,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:46,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:47,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:48,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:49,8.5,1114,76,22,96,118,806,-4
2023/4/5 21:50,8.5,1115,76,22,96,118,806,-3
2023/4/5 21:51,8.5,1115,76,22,96,118,806,-3
2023/4/5 21:52,8.5,1115,76,22,96,118,806,-3
2023/4/5 21:53,8.5,1115,76,22,96,118,806,-3
2023/4/5 21:54,8.5,1115,76,22,96,118,806,-3
2023/4/5 21:55,8.5,1115,76,22,96,118,806,-3
2023/4/5 21:56,8.5,1115,76,22,96,118,806,-3
2023/4/5 21:57,8.5,1116,76,22,96,118,807,-3
2023/4/5 21:58,8.5,1116,76,22,96,118,807,-3
2023/4/5 21:59,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:00,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:01,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:02,8.5,1117,76,22,96,118,807,-2
2023/4/5 22:03,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:04,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:05,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:06,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:07,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:08,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:09,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:10,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:11,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:12,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:13,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:14,8.5,1116,76,22,96,118,807,-3
2023/4/5 22:15,8.5,1117,76,22,96,118,807,-2
2023/4/5 22:16,8.5,1117,76,22,96,118,807,-2
2023/4/5 22:17,8.5,1117,76,22,96,118,807,-2
2023/4/5 22:18,8.5,1117,76,22,96,118,807,-2
2023/4/5 22:19,8.5,1117,76,22,96,118,807,-2
2023/4/5 22:20,8.5,1117,76,22,96,118,807,-2
2023/4/5 22:21,8.5,1117,76,22,96,118,807,-2
2023/4/5 22:22,8.5,1117,75,22,96,119,808,-3
2023/4/5 22:23,8.5,1117,75,22,96,119,808,-3
2023/4/5 22:24,8.5,1117,75,22,96,119,808,-3
2023/4/5 22:25,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:26,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:27,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:28,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:29,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:30,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:31,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:32,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:33,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:34,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:36,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:37,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:38,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:39,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:40,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:41,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:42,8.5,1118,75,22,96,119,808,-2
2023/4/5 22:43,8.5,1119,75,22,96,119,808,-1
2023/4/5 22:44,8.5,1119,75,22,96,119,808,-1
2023/4/5 22:45,8.5,1119,75,22,96,119,808,-1
2023/4/5 22:46,8.5,1119,75,22,96,119,808,-1
2023/4/5 22:47,8.5,1119,75,22,96,119,808,-1
2023/4/5 22:48,8.5,1119,75,22,96,119,808,-1
2023/4/5 22:49,8.5,1119,75,22,96,119,808,-1
2023/4/5 22:50,8.5,1120,75,22,96,119,808,0
2023/4/5 22:51,8.5,1121,75,22,96,119,808,1
2023/4/5 22:52,8.5,1121,75,22,96,119,808,1
2023/4/5 22:53,8.5,1122,75,22,96,119,808,2
2023/4/5 22:54,8.5,1122,75,22,96,119,808,2
2023/4/5 22:55,8.5,1122,75,22,96,119,808,2
